Opened	Name	City	Market
2/29/2008	Bixel & Wilshire	Los Angeles	California\LosAngeles
2/29/2008	Lapeer Rd & Demille	Lapeer	Michigan\MichiganRemoteMarkets
2/29/2008	Des Plaines-Oakton & Lee	Des Plaines	Illinois\Cook
2/28/2008	San Pablo & El Portal	San Pablo	California\ContraCostaCounty
2/28/2008	Creekside	Calgary	Alberta\Calgary
2/25/2008	Cheyenne & Shady Timber, Las V	Las Vegas	Nevada\LasVegas
2/23/2008	Bruce B Downs Blvd & SR56	Wesley Chapel	Florida\Tampa
2/23/2008	Kendall Dr & SW 137th Ave	Kendall	Florida\Miami
2/22/2008	Waukegan Rd & Everett - Lake F	Lake Forest	Illinois\Lake
2/22/2008	Bell Creek	Mechanicsville	Virginia\Richmond
2/22/2008	78-25 37th Avenue	Jackson Heights	NewYork\Queens
2/22/2008	Colerain & I-275	Cincinnati	Ohio\Cincinnati
2/22/2008	Halsted & Monroe - Greek Town	Chicago	Illinois\Chicago
2/22/2008	Hagerstown Plaza	Hagerstown	Maryland\MarylandRemoteMarkets
2/21/2008	Range Rd & Rushing Rd	Denham Springs	Louisiana\BatonRouge
2/20/2008	The Monarch	Alexandria	Virginia\NorthernVirginia
2/15/2008	Sunbury	Sunbury	Ohio\OhioRemoteMarkets
2/15/2008	Presidio & Letterman	San Francisco	California\SanFrancisco
2/15/2008	8th & Rosedale	Fort Worth	Texas\FortWorth
2/15/2008	I 40 & Grand	Amarillo	Texas\Amarillo
2/15/2008	East Ave S & 47th St East	Palmdale	California\AntelopeValley
2/14/2008	Westgate Mall, Route 113	Fariview	Ohio\Cleveland
2/14/2008	Chisholm Crossing - Fernley	Fernley	Nevada\NevadaRemoteMarkets
2/14/2008	Knights Way & Hwy 190	Harker Heights	Texas\RemoteMarkets
2/14/2008	I-35 & Loop 4	Buda	Texas\AustinSuburbs
2/8/2008	Sam Furr Rd & Hwy 115	Huntersville	NorthCarolina\Charlotte
2/8/2008	7th Standard & Hwy 65, Bakersf	Bakersfield	California\KernCounty
2/8/2008	Battlegrnd Ave & Horse Pen Crk	Greensboro	NorthCarolina\Greensboro
2/8/2008	80th & University	Lubbock	Texas\Lubbock
2/8/2008	Charleston-Lincoln & E St	Charleston	Illinois\IllinoisRemoteMarkets
2/8/2008	Harbor Station	Oak Harbor	Washington\Bellingham
2/8/2008	I 65 & SR 39	Lebanon	Indiana\IndianaRemoteMarkets
2/2/2008	Epps Bridge Rd @ Hwy 316	Athens	Georgia\Athens
2/1/2008	Stocker & Pacific	Glendale	California\SanFernandoValley
2/1/2008	Sheridan & N 56th Ave	Hollywood	Florida\BrowardCounty
2/1/2008	California & Barton, Loma Lind	Loma Linda	California\SanBernardinoCounty
2/1/2008	Coalton & Rock Creek- Superior	Superior	Colorado\Denver
2/1/2008	183 & Story Rd	Irving	Texas\MidCities
2/1/2008	Cedar Plaza- Mountlake Terrace	Mountlake Terrace	Washington\Seattle
1/31/2008	Tilghman St.	Allentown	Pennsylvania\Allentown
1/31/2008	Elgin Mills & Redstone	Richmond Hill	Ontario\GreaterTorontoArea
1/30/2008	Hwy 36 and Fairview Avenue	Roseville	Minnesota\MinneapolisSuburbs
1/29/2008	I-10 & Gause	Slidell	Louisiana\Slidell
1/28/2008	Maryland & Windmill, Las Vegas	Las Vegas	Nevada\LasVegas
1/28/2008	Eastern & Russell	Las Vegas	Nevada\LasVegas
1/26/2008	SR 50 & Hancock	Clermont	Florida\Orlando
1/26/2008	Atlantic & 3rd	Neptune Beach	Florida\Jacksonville
1/25/2008	Ray Road & Loop 101, Chandler	Chandler	Arizona\Phoenix
1/25/2008	Nashua, 611 Amherst St	Nashua	NewHampshire
1/25/2008	Renner Rd & 119th	Olathe	Kansas\KansasCityKansasSuburbs
1/25/2008	Upper Arlington, Tremont Road	Upper Arlington	Ohio\Columbus
1/25/2008	N Eastman & Ryder	Kingsport	Tennessee\TennesseeRemoteMarkets
1/25/2008	Courthouse Arlington	Arlington	Virginia\NorthernVirginia
1/25/2008	East Lyme	East Lyme	Connecticut\EasternConnecticut
1/25/2008	London I-75	London	Kentucky\KentuckyRemoteMarkets
1/25/2008	Main & Hall of Fame	Stillwater	Oklahoma\OklahomaRemoteMarkets
1/25/2008	I 10 & Hwy 49	Gulfport	Mississippi\MississippiRemoteMarkets
1/25/2008	Kannapolis Parkway	Concord	NorthCarolina\Charlotte
1/19/2008	Hwy 92 & Mabry Rd	Roswell	Georgia\AtlantaSuburbs
1/18/2008	Bear Valley & Cottonwood	Victorville	California\SanBernardinoCounty
1/18/2008	528 Lowe`s Access Rd	Albuquerque	NewMexico\Albuquerque
1/18/2008	Hwy 249 & Louetta	Houston	Texas\Houston
1/18/2008	Lemmon & Inwood	Dallas	Texas\Dallas
1/18/2008	Lusby Commons	Lusby	Maryland\SouthernMaryland
1/18/2008	Hwy 29 & LaVista Rd	Tucker	Georgia\AtlantaSuburbs
1/17/2008	Thornhill Woods	Vaughan	Ontario\GreaterTorontoArea
1/17/2008	SR 135 & Faith	Greenwood	Indiana\Indianapolis
1/17/2008	Applegate & Hwy 99 - Atwater	Atwater	California\CentralValley
1/12/2008	Tiger Blvd & College Ave	Clemson	SouthCarolina\SouthCarolinaRemoteMarkets
1/11/2008	Portage-State Route 249 & I-94	Portage	Indiana\NorthwestIndiana
1/11/2008	Poipu Shopping Village	Koloa	Hawaii\Kauai
1/11/2008	Palos Heights-119th & Harlem	Palos Heights	Illinois\Cook
1/11/2008	SR 85 & Redstone Ave	Crestview	Florida\Panhandle
1/11/2008	Aurora-Ogden & Eola	Aurora	Illinois\DuPage
1/11/2008	1604 & Blanco Rd	San Antonio	Texas\SanAntonio
1/11/2008	Antelope & Hillfield, Layton	Layton	Utah
1/8/2008	SR 54 & Suncoast Pkwy	Odessa	Florida\Tampa
1/7/2008	Spring Hill - Hwy 31	SPRING HILL	Tennessee\Nashville
1/7/2008	Gloucester, VA	Gloucester	Virginia\ChesapeakeBayRegion
1/4/2008	Newport Coast & San Joaquin Hi	Newport Coast	California\OrangeCounty
1/4/2008	Ramona Expressway & Perris, Pe	Perris	California\RiversideCounty
12/28/2007	Rosecrans & Shoemaker, Norwalk	Norwalk	California\SoutheastLosAngeles
12/26/2007	Belleview & Prince- Littleton	Littleton	Colorado\Denver
12/23/2007	Glen Ridge	Glen Ridge	NewJersey\NorthJersey
12/21/2007	Sundance	Calgary	Alberta\Calgary
12/21/2007	Rochester & South Blvd	Troy	Michigan\DetroitSuburbs
12/21/2007	380 Coventry Road	Ottawa	Ontario\Ottawa
12/21/2007	104 Market Street	Frederick	Maryland\Frederick
12/21/2007	Kingsview Shopping	Germantown	Maryland\WashingtonDCArea
12/21/2007	Main St & Carol	Oakley	California\ContraCostaCounty
12/21/2007	I-215 & Ethanac, Perris	Perris	California\RiversideCounty
12/20/2007	Pembina & Point	Winnipeg	Manitoba
12/20/2007	Mills at Jersey Gardens-Center	Elizabeth	NewJersey\CentralJersey
12/20/2007	Beverly Corners at Trans Can H	Duncan	BritishColumbia\VancouverIsland
12/20/2007	Blackhawk Plaza	Danville	California\ContraCostaCounty
12/20/2007	281 & Stone Oak	San Antonio	Texas\SanAntonio
12/20/2007	Guisachan Village	Kelowna	BritishColumbia\EasternBritishColumbia
12/20/2007	Manchester, Deming St.	Manchester	Connecticut\Hartford
12/18/2007	3500 South & 2700 West	West Valley City	Utah
12/16/2007	Ventura Blvd & Shirley	Tarzana	California\LosAngelesCounty
12/15/2007	Beltline & Spring	Decatur	Alabama\Huntsville
12/14/2007	Paces Ferry	Atlanta	Georgia\Atlanta
12/14/2007	Milwaukee & Overland- Boise	Boise	Idaho\Boise
12/14/2007	SR 228 & I-10	MacClenny	Florida\FloridaRemoteMarkets
12/14/2007	South Military & West Mason	Green Bay	Wisconsin\NorthernWisconsin
12/14/2007	Reno & Mickey Mantle at Brickt	Oklahoma City	Oklahoma\OklahomaCity
12/14/2007	Moreland & Delafield	Waukesha	Wisconsin\Milwaukee
12/14/2007	Winter Garden Village	Winter Garden	Florida\Orlando
12/14/2007	Willowbrook-Rte 83 & Plainfiel	Willowbrook	Illinois\DuPage
12/14/2007	CR 210 & I-95	St. Augustine	Florida\StAugustine
12/14/2007	I-75 & Windy Hill Rd	Marietta	Georgia\AtlantaSuburbs
12/14/2007	Greg and McCarran	Sparks	Nevada\Reno
12/14/2007	Gaskins & Mayland	Richmond	Virginia\Richmond
12/14/2007	Hoffman Estates-Barrington & H	Hoffman Estates	Illinois\Cook
12/12/2007	Bristol & Warner	Santa Ana	California\OrangeCounty
12/11/2007	Coit & 635	Dallas	Texas\Dallas
12/10/2007	Randolph & Morgan - West Loop	Chicago	Illinois\Chicago
12/10/2007	Victoria Park & Consumers Rd.	Toronto	Ontario\Toronto
12/10/2007	Jones & Badura, Las Vegas	Las Vegas	Nevada\LasVegas
12/8/2007	US Hwy 441 & Roberson Mill Rd	Milledgeville	Georgia\GeorgiaRemoteMarkets
12/7/2007	Veterans Blvd & Kingman St	Metairie	Louisiana\NewOrleans
12/7/2007	50th and Kipling-Wheatridge, C	Wheat Ridge	Colorado\Denver
12/7/2007	Commercial & Oakhill - Salem	Salem	Oregon\WestCentralOregon
12/7/2007	14th & Erie	Sheboygan	Wisconsin\NorthernWisconsin
12/7/2007	Carpenter Rd.	Pittsfield	Michigan\AnnArbor
12/7/2007	Higuera Street, San Luis Obisp	San Luis Obispo	California\CentralCoast
12/7/2007	Dupont & Auburn	Fort Wayne	Indiana\FortWayne
12/7/2007	Hampden & Dayton - Denver	Denver	Colorado\Denver
12/7/2007	Greenmount & I-64	OFallon	Illinois\GreaterStLouis
12/6/2007	Mayor Magrath Drive	Lethbridge	Alberta\AlbertaRemoteMarkets
12/6/2007	Hwy 20 & Tharp - Yuba City	Yuba City	California\NorthernCalifornia
12/5/2007	Dulles Town Center	Dulles	Virginia\NorthernVirginia
12/4/2007	Plaza Del Lago	Wilmette	Illinois\Cook
12/2/2007	Diamond Bar & Cold Spring, Dia	Diamond Bar	California\SanGabrielValley
12/1/2007	108th & 160th - Fraser Heights	Surrey	BritishColumbia\Vancouver
12/1/2007	Champlain Place Mall - Level 1	Dieppe	NewBrunswick
11/30/2007	Shawnee Mission & Monticello	Shawnee	Kansas\KansasCityKansasSuburbs
11/30/2007	Montgomery-Orchard & Rte 30	Montgomery	Illinois\Kane
11/30/2007	State & Bell	Rockford	Illinois\Rockford
11/30/2007	NM 528 and Rockaway, Rio Ranch	Rio Rancho	NewMexico\Albuquerque
11/30/2007	US 27 & Thunderbird	Sebring	Florida\FloridaRemoteMarkets
11/30/2007	Sycamore & Main	Branson	Missouri\MissouriRemoteMarkets
11/30/2007	870 Main St E	Milton	Ontario\GreaterTorontoArea
11/30/2007	Bethel Road	Columbus	Ohio\Columbus
11/30/2007	118-24 Queens Blvd	Kew Gardens	NewYork\Queens
11/30/2007	Burr Ridge-I-55 & County Line	Burr Ridge	Illinois\DuPage
11/30/2007	Hwy 1626 & I 35	Kyle	Texas\AustinSuburbs
11/29/2007	Watson & Old Sappington	Crestwood	Missouri\StLouisSuburbs
11/29/2007	320 Colborne St W	Brantford	Ontario\GreaterTorontoArea
11/28/2007	Montclair - Church & South Par	Montclair	NewJersey\NorthJersey
11/26/2007	Southport & Gray	Indianapolis	Indiana\Indianapolis
11/26/2007	I-75 & Jonesboro Rd	McDonough	Georgia\GeorgiaRemoteMarkets
11/26/2007	Manchester & McKnight	St. Louis	Missouri\StLouis
11/25/2007	US1 & SW 344 St	Florida City	Florida\Miami
11/25/2007	Quartier Dix30	Montreal	Quebec\Montreal
11/24/2007	1490 Blackwood-Clementon Road	Clementon	NewJersey\SouthJersey
11/23/2007	SR 334 & Ford	Zionsville	Indiana\Indianapolis
11/23/2007	144th and I-25-Westminster	Westminster	Colorado\Denver
11/23/2007	6024 Ridge Avenue	Philadelphia	Pennsylvania\Philadelphia
11/23/2007	Hwy 53 E & Richardson Rd	Calhoun	Georgia\GeorgiaRemoteMarkets
11/22/2007	Cobblestone	Grande Prairie	Alberta\GrandePrairie
11/20/2007	Karcher Mall - Nampa, ID	Nampa	Idaho\Boise
11/19/2007	Quincy-Broadway & 33rd	Quincy	Illinois\IllinoisRemoteMarkets
11/19/2007	Wadsworth & Chatfield	Littleton	Colorado\Denver
11/19/2007	Eubank and Central-Albuquerque	Albuquerque	NewMexico\Albuquerque
11/17/2007	Skokie & Dundee - Northbrook	Northbrook	Illinois\Cook
11/16/2007	Tylersville & Cox	Westchester	Ohio\Cincinnati
11/16/2007	Valley View & La Palma	Buena Park	California\OrangeCounty
11/16/2007	Southpark Mall	Strongsville	Ohio\Cleveland
11/16/2007	N 18th St & Forsythe	Monroe	Louisiana\LouisianaRemoteMarkets
11/16/2007	Staunton	Staunton	Virginia\VirginiaRemoteMarkets
11/16/2007	Popps & Pass	Biloxi	Mississippi\MississippiRemoteMarkets
11/16/2007	73rd & Buffalo	Clive	Iowa
11/16/2007	360 & Trinity	Fort Worth	Texas\FortWorth
11/16/2007	235th & Johnson Ave	Bronx	NewYork\Bronx
11/16/2007	56th & Illinois	Indianaoplis	Indiana\Indianapolis
11/16/2007	Hwy 290 & Spring Cypress	Cypress	Texas\HoustonSuburbs
11/15/2007	Mile Marker 100	Key Largo	Florida\MonroeCounty
11/15/2007	1604 & Stone Oak	San Antonio	Texas\SanAntonio
11/15/2007	Kingston Rd & Bingham Ave	Toronto	Ontario\Toronto
11/14/2007	Broadway & Fairview	Columbia	Missouri\MissouriRemoteMarkets
11/9/2007	Route 31 & Rakow	Crystal Lake	Illinois\McHenry
11/9/2007	US-54 and Transmountain	El Paso	Texas\ElPaso
11/9/2007	SW Cedar Hills and SW Hall	Beaverton	Oregon\Portland
11/9/2007	W Towne Center Dr & Santa Fe D	Highlands Ranch	Colorado\Denver
11/9/2007	Cascade Station- Portland	Portland	Oregon\Portland
11/9/2007	Davenport - 53rd & Elmore	Davenport	Iowa
11/9/2007	Manchester, S. Willow St.	Manchester	NewHampshire
11/9/2007	Hwy 198 & Demaree, Visalia	Visalia	California\CentralValley
11/8/2007	Bluff Rd. & I-55	Collinsville	Illinois\GreaterStLouis
11/8/2007	Freehold Raceway Mall	Freehold	NewJersey\JerseyShore
11/7/2007	Park City Center	Lancaster	Pennsylvania\Lancaster
11/3/2007	Peachtree Pkwy & Ronald Reagan	Cumming	Georgia\AtlantaSuburbs
11/2/2007	Stadium & Drake	Kalamazoo	Michigan\Kalamazoo
11/2/2007	Walton & J Street	Bentonville	Arkansas
11/2/2007	Admiral Doyle & Lewis	New Iberia	Louisiana\Lafayette
11/2/2007	Custer & Eldorado	Frisco	Texas\DallasSuburbs
11/2/2007	Kaliste Saloom & Pinhook	Lafayette	Louisiana\Lafayette
11/2/2007	Indian Bend & Loop 101, Scotts	Scottsdale	Arizona\Phoenix
11/2/2007	Kessler & Michigan	Indianapolis	Indiana\Indianapolis
11/1/2007	Shoppes at Jenner`s Village	West Grove	Pennsylvania\PennsylvaniaRemoteMarkets
10/30/2007	Eastern & Bonanza, Las Vegas	Las Vegas	Nevada\LasVegas
10/29/2007	Hayden & Thompson Peak, Scotts	Scottsdale	Arizona\Phoenix
10/28/2007	SR 50 & Mariner Blvd	Brooksville	Florida\FloridaRemoteMarkets
10/28/2007	East Setauket-347 & Arrowhead	East Setauket	NewYork\LongIsland
10/27/2007	Tyndall & 7th	Callaway	Florida\Panhandle
10/27/2007	Centerplace	Greeley	Colorado\FortCollins
10/27/2007	Heath Brook & SW 46th Ct	Ocala	Florida\Gainesville
10/26/2007	Page Rd & Slater Rd	Durham	NorthCarolina\RaleighDurhamChapelHill
10/26/2007	Reedville Crossing- Hillsboro	Hillsboro	Oregon\Portland
10/26/2007	Tryon Rd & Walnut St	Cary	NorthCarolina\RaleighDurhamChapelHill
10/26/2007	Brook Road & Parham Road	Richmond	Virginia\Richmond
10/26/2007	151st & Blackbob	Olathe	Kansas\KansasCityKansasSuburbs
10/26/2007	Auburn & Sylvan	Citrus Heights	California\Sacramento
10/26/2007	Eagleridge & Elizabeth - Puebl	Pueblo	Colorado\Pueblo
10/25/2007	Franklin Square - Ramsey	Ramsey	NewJersey\NorthJersey
10/24/2007	Cedarhurst-Rockaway & Rugby	Cedarhurst	NewYork\LongIsland
10/21/2007	Cotswold Village Shops	Charlotte	NorthCarolina\Charlotte
10/20/2007	Palmdale & Kentwood	Victorville	California\SanBernardinoCounty
10/20/2007	475 S Dixie Hwy	Coral Gables	Florida\Miami
10/20/2007	Cove Rd & US Hwy 1	Stuart	Florida\MartinCounty
10/20/2007	Hwy 20 & Gravel Springs Rd	Buford	Georgia\AtlantaSuburbs
10/20/2007	Hwy 58 & Town Center	Belton	Missouri\KansasCitySuburbs
10/19/2007	9000 S. & Redwood, W. Jordan	West Jordan	Utah
10/19/2007	Apple Valley & Bear Valley	Apple Valley	California\SanBernardinoCounty
10/19/2007	Cahuenga & Barham	Los Angeles	California\LosAngeles
10/19/2007	1209 N. Charles Street	Baltimore	Maryland\Baltimore
10/19/2007	Emerson & Elenor	Indianapolis	Indiana\Indianapolis
10/19/2007	Gaffey & 5th, San Pedro	San Pedro	California\HarborRegion
10/19/2007	Harbor & Ball	Anaheim	California\OrangeCounty
10/18/2007	The Mall at Partridge Creek	Clinton Township	Michigan\DetroitSuburbs
10/18/2007	Churn Creek & Lancers - Reddin	Redding	California\NorthernCalifornia
10/16/2007	Altama & Golden Isles Pkwy	Brunswick	Georgia\GeorgiaRemoteMarkets
10/16/2007	Fairview Rd & Hunters Wood Dr	Simpsonville	SouthCarolina\Greenville
10/15/2007	Socrum Loop & I-4	Lakeland	Florida\Lakeland
10/15/2007	Clemenceau & St-David	Quebec	Quebec\QuebecCity
10/13/2007	Lafayette Pkwy & S Davis Rd	La Grange	Georgia\GeorgiaRemoteMarkets
10/13/2007	Marion Square	Charleston	SouthCarolina\Charleston
10/12/2007	Nyberg & I-5- Tualatin	Tualatin	Oregon\Portland
10/12/2007	Whitestone & 183A Toll	Cedar Park	Texas\AustinSuburbs
10/12/2007	Jefferson & Centinela	Los Angeles	California\LosAngeles
10/12/2007	Fig Garden Village	Fresno	California\CentralValley
10/11/2007	Thonotosassa & I-4	Plant City	Florida\FloridaRemoteMarkets
10/11/2007	Brighten Park	Atlanta	Georgia\Atlanta
10/10/2007	180th & W Valley Hwy - Kent	Kent	Washington\Tacoma
10/8/2007	1971 86th Street	Brooklyn	NewYork\Brooklyn
10/6/2007	US 19 & Gulf Dr	New Port Richey	Florida\Tampa
10/6/2007	Commack-495 & Crooked Hill	Commack	NewYork\LongIsland
10/5/2007	National & Elks	Richmond	Indiana\IndianaRemoteMarkets
10/5/2007	Alpine Ave & Coventry	Walker	Michigan\GrandRapids
10/5/2007	Crossroads Blvd & Caitboo Ave	Cary	NorthCarolina\RaleighDurhamChapelHill
10/5/2007	Center & Pasadena	Deer Park	Texas\HoustonSuburbs
10/5/2007	Bolingbrook-Rte 53 & Remington	Bolingbrook	Illinois\DuPage
10/5/2007	Country Club & Hwy 66	Claremore	Oklahoma\Tulsa
10/5/2007	Campbell & Hwy 31	Bowling Green	Kentucky\KentuckyRemoteMarkets
10/5/2007	Lancaster, North Memorial Driv	Lancaster	Ohio\OhioRemoteMarkets
10/5/2007	Lincoln-33rd & O	Lincoln	Nebraska\Lincoln
10/5/2007	Douglas & Tudor	Lee`s Summit	Missouri\KansasCitySuburbs
10/5/2007	I-45 & Monroe	Houston	Texas\Houston
10/3/2007	Orlando International Premium	Orlando	Florida\Orlando
10/3/2007	Rutherford & Hwy 70	Murfreesboro	Tennessee\Nashville
10/1/2007	Sarcee Plaza 37St & 45Ave SW	Calgary	Alberta\Calgary
10/1/2007	Stockton Hill & Kino, Kingman	Kingman	Arizona\ArizonaRemoteMarkets
10/1/2007	Research Forest & New Trails	The Woodlands	Texas\HoustonSuburbs
10/1/2007	SR 60 & Mt Carmel	Brandon	Florida\Tampa
10/1/2007	Memorial & Bryant	Edmond	Oklahoma\OklahomaCity
10/1/2007	NE Airport Way & 122nd- Portla	Portland	Oregon\Portland
10/1/2007	Texan Trail and NW Highway	Grapevine	Texas\MidCities
10/1/2007	Terry Pkwy & Belle Chase Hwy	Gretna	Louisiana\NewOrleans
10/1/2007	Seal Beach & Westminster	Seal Beach	California\OrangeCounty
10/1/2007	Southern Hills	Roanoke	Virginia\RoanokeLynchburg
10/1/2007	Rosedale	Huntersville	NorthCarolina\Charlotte
10/1/2007	Navy Yard, M Street SE	Washington	WashingtonDC\WashingtonDC
10/1/2007	South Edmonton Commons	Edmonton	Alberta\Edmonton
10/1/2007	Vista Gardens	Lanham	Maryland\WashingtonDCArea
10/1/2007	Wellesley, Linden Square	Wellesley	Massachusetts\BostonSuburbs
10/1/2007	91st & Yale	Tulsa	Oklahoma\Tulsa
10/1/2007	Brookhurst & Alameda	Anaheim	California\OrangeCounty
10/1/2007	Cornell Rd & 48th Ave- Hillsbo	Hillsboro	Oregon\Portland
10/1/2007	9400 South & 1000 East, Sandy	Sandy	Utah
10/1/2007	Castaic Rd & Lake Hughes	Castaic	California\SantaClarita
10/1/2007	52St & McIvor Blvd SE	Calgary	Alberta\Calgary
10/1/2007	Banksville Plaza	Pittsburgh	Pennsylvania\Pittsburgh
10/1/2007	360 & Camp Wisdom	Grand Prairie	Texas\MidCities
10/1/2007	Blue Lake Blvd N & Filer Ave	Twin Falls	Idaho\IdahoRemoteMarkets
10/1/2007	101st & Wadsworth, Westminster	Westminster	Colorado\Denver
10/1/2007	Bert Kouns & I-49	Shreveport	Louisiana\Shreveport
10/1/2007	132nd & Seattle Hill Rd	Everett	Washington\Seattle
10/1/2007	6607 W. Canal Drive	Kennewick	Washington\SoutheasternWashington
10/1/2007	Cochrane & Hwy 101	Morgan Hill	California\SantaClaraCounty
10/1/2007	Hwy 30 & Gable- St Helens	St Helens	Oregon\OregonRemoteMarkets
10/1/2007	Longley & McCarran - Reno	Reno	Nevada\Reno
10/1/2007	Kenosha & Hwy 50	Pleasant Prairie	Wisconsin\Milwaukee
10/1/2007	Lone Tree & Bluerock	Antioch	California\ContraCostaCounty
10/1/2007	I-10 & Jubilee Square Shopping	Daphne	Alabama\Mobile
10/1/2007	El Camino & McLellan	South San Francisco	California\SanMateoCounty
10/1/2007	Glenoaks & Keeler, Burbank	Burbank	California\SanFernandoValley
10/1/2007	I 55 & William	Cape Girardeau	Missouri\MissouriRemoteMarkets
10/1/2007	Harrison Crossing	Fredericksburg	Virginia\Fredericksburg
10/1/2007	Green Valley & Cambridge	Cameron Park	California\Sacramento
10/1/2007	Foothill & Citrus	FONTANA	California\RiversideCounty
10/1/2007	I-5 & Adobe - Red Bluff	Red Bluff	California\NorthernCalifornia
10/1/2007	Los Altos & Pyramid	Sparks	Nevada\Reno
10/1/2007	Loughborough & I 55	St. Louis	Missouri\StLouis
10/1/2007	Founders & Allen - Castle Rock	Castle Rock	Colorado\ColoradoSprings
9/29/2007	Graham & I 270	Florissant	Missouri\StLouisSuburbs
9/28/2007	Washington Harbour	Washington	WashingtonDC\WashingtonDC
9/28/2007	Hurstbourne & I-64	Louisville	Kentucky\Louisville
9/28/2007	Hanna & Atlantic	Toronto	Ontario\Toronto
9/27/2007	Matrix Hotel	Edmonton	Alberta\Edmonton
9/27/2007	8010 Bathurst St	Vaughn	Ontario\GreaterTorontoArea
9/27/2007	Hermitage Square	Hermitage	Pennsylvania\PennsylvaniaRemoteMarkets
9/26/2007	Fairview & Garden Grove	Garden Grove	California\OrangeCounty
9/21/2007	Southfield & Windflower	Southfield	Michigan\DetroitSuburbs
9/21/2007	State & Delaware - Gold Coast	Chicago	Illinois\Chicago
9/21/2007	Queens Marketplace	Kohala	Hawaii\BigIsland
9/21/2007	Van Ness - UDC	Washington	WashingtonDC\WashingtonDC
9/21/2007	Erie & Dearborn - River North	Chicago	Illinois\Chicago
9/21/2007	Greencrest Plaza	Winnipeg	Manitoba
9/21/2007	Madison & Wells	Chicago	Illinois\Chicago
9/20/2007	Village at Bedminster	Bedminster	NewJersey\CentralJersey
9/20/2007	DeWolf & Voght - Merritt	Merritt	BritishColumbia\EasternBritishColumbia
9/19/2007	Westheimer & Briargreen, Houst	Houston	Texas\Houston
9/14/2007	Riverside & I-210	Rialto	California\SanBernardinoCounty
9/14/2007	US Hwy 90 & Albertsons	Broussard	Louisiana\Lafayette
9/14/2007	168th & Broadway	New York	NewYork\NewYorkCity
9/14/2007	23rd btwn 5th & 6th	New York	NewYork\NewYorkCity
9/14/2007	Cambridge Medical Plaza - Pick	Houston	Texas\Houston
9/14/2007	Green Bay & Washington - Wilme	Wilmette	Illinois\Cook
